instance_name,roughness
paper_box_3_9,0.3251579028310204
paper_box_10_9,0.2303245694976873
ball_4_5,0.1367861079592259
cup_10_1,0.2791707233438411
cup_9_7,0.2723373900105079
book_7_8,0.2386002105233285
sponge_8_6,0.3694848259079438
plastic_box_7_6,0.2402348259079438
bowl_3_7,0.2240361079592257
bowl_8_7,0.1890104669335847
tray_1_7,0.2806194412925591
tray_9_9,0.2285104669335848
paper_box_6_9,0.2419399541130717
paper_box_7_2,0.2859335438566617
plate_2_9,0.2277732874464053
to_go_cup_3_6,0.2907989284720463
plate_7_4,0.3310938002669181
bowl_2_3,0.2274271336002517
ball_3_6,0.1181707233438412
bowl_4_8,0.2025425182156363
book_8_8,0.2676066207797387
cup_7_10,0.1928758515489694
plate_9_4,0.2634976464207642
book_1_4,0.2656002105233286
sponge_2_10,0.4403758515489695
book_3_6,0.2772348259079435
cup_5_7,0.2306514925746103
bowl_8_8,0.1979720053951234
to_go_cup_10_6,0.2304271336002515
sponge_10_1,0.3426771336002514
ball_3_1,0.1708373900105077
cup_5_3,0.2592027746258925
metal_box_3_3,0.2758758515489695
to_go_cup_1_5,0.2823950823182001
metal_box_7_8,0.2610232874464053
bowl_7_2,0.2859848259079439
plastic_box_1_9,0.297542518215636
paper_box_8_5,0.1956066207797387
paper_box_7_3,0.3269784156515336
tray_7_1,0.236619441292559
metal_box_1_2,0.2145361079592258
book_10_8,0.2852284156515335
ball_8_5,0.1170617489848668
paper_box_4_10,0.271696364369482
bowl_1_3,0.2175104669335846
plate_7_1,0.4108438002669181
sponge_4_5,0.540465595138713
cup_2_6,0.2435553387284566
cup_1_9,0.2822091848823028
plate_7_10,0.34288867206179
metal_box_5_7,0.2221450823182
tray_4_10,0.220991236164354
ball_7_6,0.1074463643694821
metal_box_7_6,0.2312348259079438
bowl_9_5,0.2249591848823028
tray_3_6,0.2926066207797386
ball_5_1,0.1150809797540976
ball_7_1,0.1268117489848669
tray_2_9,0.2450232874464052
plastic_box_2_5,0.265215595138713
paper_box_9_7,0.2100873900105077
bowl_1_5,0.2176514925746106
to_go_cup_7_3,0.247869441292559
cup_2_1,0.3180617489848668
plastic_box_5_10,0.2753950823182003
tray_4_2,0.2419014925746104
plastic_box_3_1,0.2194912361643538
bowl_1_6,0.2183373900105079
plastic_box_10_3,0.2749335438566619
tray_6_9,0.4054655951387129
to_go_cup_9_7,0.2723373900105079
paper_box_3_3,0.3447796977028154
sponge_6_1,0.3941002105233282
plastic_box_7_9,0.2405809797540977
metal_box_4_9,0.2118566207797387
ball_3_10,0.1594335438566619
book_9_9,0.2771002105233284
metal_box_5_9,0.2262925182156358
to_go_cup_3_2,0.2339079028310206
plastic_box_9_1,0.288363031036149
paper_box_10_2,0.2397796977028154
plate_2_8,0.2271899541130719
tray_10_7,0.2562476464207643
plastic_box_1_7,0.2950489284720462
book_8_7,0.2751835438566617
plate_10_8,0.2145361079592258
sponge_8_1,0.4214079028310208
metal_box_5_8,0.2249335438566618
bowl_2_4,0.2246130310361486
metal_box_9_7,0.2307027746258926
sponge_4_2,0.6598950823181999
ball_8_2,0.1072861079592258
sponge_2_3,0.4429655951387131
tray_4_6,0.2252540566771745
plastic_box_5_4,0.2671963643694822
ball_2_7,0.1177220053951235
to_go_cup_2_9,0.3352861079592258
metal_box_6_10,0.2854399541130718
plastic_box_6_9,0.3186707233438412
cup_5_10,0.2622668771899951
to_go_cup_4_7,0.2497284156515335
book_4_10,0.2630168771899949
tray_5_8,0.2320104669335848
paper_box_10_7,0.2449527746258924
sponge_1_9,0.3496066207797387
metal_box_9_9,0.5095681592412771
ball_9_5,0.09307456949768728
sponge_9_3,0.3981258515489695
sponge_10_3,0.3521707233438411
paper_box_1_6,0.2831771336002514
ball_1_7,0.1274591848823029
cup_1_8,0.2864527746258926
metal_box_7_5,0.2324014925746104
plate_6_10,0.2654014925746103
ball_6_5,0.0735873900105077
metal_box_10_6,0.275869441292559
to_go_cup_5_1,0.2944527746258924
plate_8_7,0.2562348259079439
ball_3_4,0.1614527746258925
plastic_box_9_7,0.2783630310361488
plate_6_7,0.2576194412925591
plate_6_9,0.2697348259079437
paper_box_4_7,0.2866707233438412
sponge_7_8,0.2749079028310206
paper_box_2_1,0.2597732874464053
plastic_box_6_8,0.2831643130874308
book_4_4,0.2623886720617899
paper_box_4_6,0.2705232874464054
metal_box_1_5,0.2166386720617898
plastic_box_8_1,0.3121002105233282
tray_7_8,0.2204527746258925
metal_box_8_8,0.2296066207797385
metal_box_4_2,0.2259527746258924
sponge_2_7,0.4318630310361488
paper_box_2_3,0.2446707233438413
metal_box_9_10,0.4849848259079438
bowl_10_8,0.2489655951387127
metal_box_1_8,0.2159014925746106
metal_box_9_2,0.2364207233438411
tray_1_6,0.2888053387284568
tray_10_9,0.2340553387284566
book_8_5,0.2726450823182003
bowl_10_1,0.2834848259079438
tray_3_10,0.304619441292559
to_go_cup_2_8,0.2597284156515334
sponge_5_7,0.3496386720617899
cup_1_6,0.2780809797540977
tray_7_9,0.2228950823182001
tray_2_7,0.2603181592412772
paper_box_10_10,0.2586899541130719
book_7_2,0.2506322618053796
sponge_1_1,0.3821899541130721
book_9_8,0.2795809797540976
cup_5_4,0.2471643130874308
book_4_1,0.2559527746258926
tray_7_5,0.2209079028310206
to_go_cup_7_5,0.2553950823182004
metal_box_5_4,0.2355617489848668
cup_10_10,0.2921322618053795
plate_1_1,0.2676707233438412
to_go_cup_8_6,0.2600296977028158
cup_1_4,0.2886579028310207
paper_box_8_10,0.1569014925746103
sponge_1_3,0.3487989284720464
metal_box_10_2,0.2729784156515336
plastic_box_8_4,0.2909079028310207
plate_7_8,0.3480489284720463
plate_10_6,0.2046066207797387
book_10_7,0.2826707233438412
plate_10_4,0.2169527746258924
tray_10_1,0.2697476464207643
ball_8_4,0.1204207233438412
bowl_7_3,0.2675296977028155
book_1_8,0.2467604669335849
plastic_box_4_3,0.2182155951387131
plastic_box_9_9,0.275516877189995
bowl_6_10,0.2527604669335848
plastic_box_2_9,0.2895553387284566
plastic_box_6_7,0.2918438002669179
metal_box_2_3,0.2645489284720464
tray_8_3,0.348689954113072
cup_10_9,0.2923373900105078
to_go_cup_6_10,0.2163502105233283
sponge_7_10,0.2686579028310206
metal_box_7_2,0.2483758515489693
cup_4_4,0.2485617489848669
ball_2_1,0.1464079028310207
ball_8_3,0.1105168771899951
plate_1_3,0.2209976464207641
sponge_1_5,0.3363758515489692
plate_4_5,0.2176643130874306
paper_box_8_4,0.1554976464207642
tray_2_2,0.2583438002669179
metal_box_7_3,0.2355425182156362
plate_8_9,0.2418502105233284
to_go_cup_8_10,0.2582091848823029
paper_box_7_1,0.2878245694976875
paper_box_9_4,0.2183309797540976
sponge_8_10,0.3618694412925593
to_go_cup_2_3,0.2599207233438413
metal_box_6_5,0.283689954113072
cup_3_1,0.2513566207797385
metal_box_1_3,0.2141963643694821
plate_4_4,0.2223117489848669
paper_box_6_7,0.2350809797540975
ball_4_10,0.1152925182156359
bowl_7_1,0.3177796977028157
plate_5_8,0.2050681592412771
to_go_cup_9_9,0.2888758515489693
bowl_2_9,0.2236386720617899
cup_7_9,0.1925873900105079
ball_3_9,0.1943309797540976
plate_3_2,0.2154976464207644
tray_6_4,0.3762412361643538
cup_10_4,0.2809079028310205
cup_8_10,0.2414848259079436
paper_box_2_6,0.2435040566771744
paper_box_1_10,0.2677284156515335
ball_3_8,0.1820425182156361
to_go_cup_3_10,0.2619079028310208
plastic_box_1_8,0.2887796977028158
book_3_2,0.2758117489848667
paper_box_5_7,0.2352604669335848
plastic_box_8_10,0.2777989284720463
sponge_7_7,0.2788373900105078
metal_box_9_6,0.2435809797540975
sponge_2_1,0.4453502105233282
ball_7_2,0.105741236164354
plate_9_2,0.2756322618053795
bowl_8_10,0.1910553387284568
paper_box_10_3,0.2398694412925589
